StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q41,Q3,Q4,Q5,Q6,Q7,Q10,Q12,Q14,Q16,Q18,Q21,Q22,Q23,Q24,Q25,Q27,Q28,Q29,Q30,Q31,Q33,Q34,Q35,Q36,Q37,Q39,Q40,Q40 - Topics
2019-03-22 13:20:12,2019-03-22 13:29:02,IP Address,*******,100,529,True,2019-03-22 13:29:02,R_Tbic75QCqtVbDDX,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,6,6,3,4,6,6,4,2,5,6,2,2,5,6,1,6,7,2,2,3,5,4,4,3,No,,
2019-03-22 13:22:12,2019-03-22 13:29:10,IP Address,*******,100,417,True,2019-03-22 13:29:10,R_2CfgF7zrUJEJ4vV,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,3,3,3,3,2,1,1,1,4,3,1,3,2,5,1,5,3,1,2,2,5,5,2,1,No,,
2019-03-22 13:23:30,2019-03-22 13:29:11,IP Address,*******,100,341,True,2019-03-22 13:29:11,R_1gAQrPYgfpJwlRg,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,6,3,2,3,3,1,2,1,6,2,3,2,3,5,2,6,6,5,6,3,5,3,2,3,No,,
2019-03-22 13:19:52,2019-03-22 13:29:22,IP Address,*******,100,570,True,2019-03-22 13:29:22,R_6PUXL2ccuYmNuW5,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,2,2,2,3,1,5,1,3,3,2,1,3,3,1,6,6,2,2,3,3,2,2,2,No,,
2019-03-22 13:21:35,2019-03-22 13:29:36,IP Address,*******,100,480,True,2019-03-22 13:29:36,R_1KjX6YoHsmNPqCo,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,2,1,2,6,1,5,2,6,3,2,2,5,5,2,6,5,2,5,5,5,3,5,2,No,,
2019-03-22 13:19:30,2019-03-22 13:30:31,IP Address,*******,100,660,True,2019-03-22 13:30:32,R_O75WToqHULjKIX7,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,7,5,1,1,5,2,1,2,3,6,2,1,4,6,5,7,7,1,5,1,6,1,1,1,No,,
2019-03-22 13:25:20,2019-03-22 13:30:33,IP Address,*******,100,312,True,2019-03-22 13:30:34,R_2rpjLMvXsXtjpqC,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,7,2,2,6,2,1,1,1,1,5,4,3,5,5,5,6,6,2,2,5,5,3,1,1,No,,
2019-03-22 13:19:19,2019-03-22 13:30:35,IP Address,*******,100,675,True,2019-03-22 13:30:35,R_3O0oscUsYrWwHko,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,5,1,5,3,1,1,1,2,3,1,1,2,4,1,7,7,3,7,2,5,4,1,1,No,,
2019-03-22 13:20:06,2019-03-22 13:30:38,IP Address,*******,100,632,True,2019-03-22 13:30:39,R_zYJcSSaMUmMOGFr,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,3,1,1,2,4,2,1,2,3,2,2,2,4,5,3,7,1,5,4,3,3,5,2,1,No,,
2019-03-22 13:20:54,2019-03-22 13:31:18,IP Address,*******,100,624,True,2019-03-22 13:31:19,R_3qlMS7R4P2WioOi,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,6,2,1,5,5,4,2,3,5,3,2,3,3,6,1,5,3,1,6,1,7,1,3,3,No,,
2019-03-22 13:21:34,2019-03-22 13:31:51,IP Address,*******,100,616,True,2019-03-22 13:31:51,R_2ds7zbCf17RTs4B,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,2,1,4,5,2,4,1,5,2,6,6,4,5,1,6,5,5,5,5,6,7,5,2,No,,
2019-03-22 13:25:13,2019-03-22 13:32:00,IP Address,*******,100,406,True,2019-03-22 13:32:01,R_1BPiGmwiqnKxT3F,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,5,2,4,2,5,2,1,2,4,4,5,4,5,4,3,7,6,5,6,4,5,6,2,3,No,,
2019-03-22 13:24:54,2019-03-22 13:33:12,IP Address,*******,100,498,True,2019-03-22 13:33:12,R_31SGgXnqRh8SodI,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,5,1,1,3,5,1,3,1,5,5,2,1,5,6,2,7,2,1,7,5,7,6,1,2,No,,
2019-03-21 19:35:29,2019-03-22 13:33:17,IP Address,*******,100,64667,True,2019-03-22 13:33:18,R_qOu9fKqA59oc00x,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,7,2,1,2,5,3,5,4,5,7,5,5,6,6,2,6,6,3,3,4,4,4,3,2,No,,
2019-03-22 13:27:50,2019-03-22 13:33:23,IP Address,*******,100,332,True,2019-03-22 13:33:23,R_6P8VdWYI9zwwcOR,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,7,5,1,1,6,4,1,1,5,7,5,4,6,6,2,4,4,4,4,3,5,4,4,4,No,,
2019-03-22 13:27:29,2019-03-22 13:33:25,IP Address,*******,100,356,True,2019-03-22 13:33:26,R_umoVfPrmztiGyop,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,7,1,1,1,1,5,1,1,1,7,1,3,7,7,1,1,7,1,1,1,1,1,1,1,No,,
2019-03-22 13:26:09,2019-03-22 13:33:36,IP Address,*******,100,447,True,2019-03-22 13:33:37,R_3qyhadEqLZch5xU,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,3,1,6,6,2,4,3,6,3,2,2,5,5,1,5,6,3,5,3,6,6,2,2,No,,
2019-03-22 13:27:31,2019-03-22 13:33:49,IP Address,*******,100,377,True,2019-03-22 13:33:49,R_3RpVEIaEn5j3MfW,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,7,6,2,5,5,3,5,3,5,3,4,5,3,6,2,6,4,4,4,4,5,4,4,4,No,,
2019-03-22 13:23:51,2019-03-22 13:34:08,IP Address,*******,100,616,True,2019-03-22 13:34:08,R_3nSn2sVYLedXEUn,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,3,1,3,3,2,1,1,3,3,2,1,3,3,1,6,3,4,4,2,2,3,1,2,Yes,https://www.facebook.com/ricky.feig,Unknown
2019-03-22 13:24:21,2019-03-22 13:34:19,IP Address,*******,100,597,True,2019-03-22 13:34:19,R_qQqbXtO0r3FaoGR,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,5,1,3,3,3,1,1,5,7,4,4,4,5,1,7,6,1,4,1,2,4,1,1,No,,
2019-03-22 13:25:34,2019-03-22 13:34:35,IP Address,*******,100,540,True,2019-03-22 13:34:35,R_2z8RigivHURaGak,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,3,4,2,6,1,1,1,1,6,2,1,1,1,2,7,4,1,4,4,4,4,1,1,Yes,https://www.facebook.com/marykimmm,Unknown
2019-03-22 13:22:52,2019-03-22 13:34:53,IP Address,*******,100,721,True,2019-03-22 13:34:53,R_1LpnSA1ghm1XPW2,*******,*******,*******,*******,*******,*******,email,EN,Yes,7,7,7,1,7,6,5,4,4,6,7,7,5,6,6,3,7,7,4,6,4,5,5,5,3,No,,
2019-03-22 13:25:43,2019-03-22 13:34:54,IP Address,*******,100,551,True,2019-03-22 13:34:55,R_3htZuKjrfU0SaFS,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,6,1,1,2,3,1,1,1,1,6,1,1,1,5,1,7,7,1,7,4,7,4,,1,No,,
2019-03-22 13:24:52,2019-03-22 13:35:30,IP Address,*******,100,637,True,2019-03-22 13:35:30,R_SCPkjN2erFXkH8l,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,7,6,2,2,4,4,6,5,5,6,2,4,5,6,1,7,6,1,6,4,5,6,5,5,No,,
2019-03-22 13:20:22,2019-03-22 13:35:51,IP Address,*******,100,929,True,2019-03-22 13:35:52,R_2layetgcAKQffl7,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,7,1,3,7,5,5,5,6,6,3,3,6,5,2,6,7,1,7,3,5,6,2,2,Yes,https://www.facebook.com/kjy2680,Unknown
2019-03-22 13:31:12,2019-03-22 13:37:23,IP Address,*******,100,371,True,2019-03-22 13:37:24,R_1DtI7UqdEiCzIMt,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,5,1,1,5,1,1,2,1,1,1,4,4,7,1,7,1,1,1,3,3,7,1,4,No,,
2019-03-22 13:32:35,2019-03-22 13:37:26,IP Address,*******,100,290,True,2019-03-22 13:37:26,R_1pGrU3V0vGpaJ7h,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,2,1,7,5,3,2,1,7,7,2,3,3,6,1,5,3,3,3,2,5,5,3,3,No,,
2019-03-22 13:27:54,2019-03-22 13:37:55,IP Address,*******,100,600,True,2019-03-22 13:37:55,R_1r1zD4w535PufLs,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,6,1,1,1,6,1,5,1,6,7,1,2,2,6,1,6,7,1,3,1,5,2,2,2,No,,
2019-03-22 13:28:27,2019-03-22 13:37:56,IP Address,*******,100,568,True,2019-03-22 13:37:57,R_1guuPxzBYJ3gNe3,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,4,5,1,1,5,1,3,3,2,5,1,2,1,6,5,4,5,3,3,1,1,1,1,1,No,,
2019-03-22 13:28:48,2019-03-22 13:38:15,IP Address,*******,100,566,True,2019-03-22 13:38:15,R_3GrZKuD1OUdZB45,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,6,2,1,6,4,1,1,1,1,5,5,5,3,5,4,5,3,2,2,2,3,2,2,1,No,,
2019-03-22 13:20:23,2019-03-22 13:38:38,IP Address,*******,100,1094,True,2019-03-22 13:38:38,R_1gOQrHX52wRDdFC,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,7,4,2,1,7,2,6,1,1,4,2,6,7,2,1,1,5,2,2,2,2,2,5,2,No,,
2019-03-22 13:21:32,2019-03-22 13:38:39,IP Address,*******,100,1026,True,2019-03-22 13:38:39,R_2ccF2W9ziVcULR7,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,6,4,4,5,4,5,4,5,4,2,4,4,5,4,7,6,4,5,5,4,6,4,4,No,,
2019-03-22 13:33:14,2019-03-22 13:38:43,IP Address,*******,100,328,True,2019-03-22 13:38:44,R_10V46ZgooHbX9ZD,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,1,2,6,1,1,1,1,3,6,3,5,6,6,1,3,6,2,3,5,4,2,2,1,No,,
2019-03-22 13:32:44,2019-03-22 13:38:53,IP Address,*******,100,368,True,2019-03-22 13:38:53,R_2sZt6M5l7M51NG9,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,6,2,1,5,6,2,2,2,3,4,2,4,4,4,4,5,5,4,5,4,4,4,4,4,Yes,,
2019-03-22 13:33:15,2019-03-22 13:39:25,IP Address,*******,100,369,True,2019-03-22 13:39:25,R_u1w6ngjP9NrNOEx,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,7,1,1,2,4,1,1,1,2,2,1,1,1,1,1,5,4,1,4,2,5,4,1,1,No,,
2019-03-22 13:26:16,2019-03-22 13:39:25,IP Address,*******,100,789,True,2019-03-22 13:39:26,R_28MrUBz1WzTLngF,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,5,5,1,3,6,1,2,1,6,6,1,1,3,4,3,4,5,1,3,2,6,3,1,2,Yes,facebook.com/helenso8,Unknown
2019-03-22 13:27:17,2019-03-22 13:39:31,IP Address,*******,100,733,True,2019-03-22 13:39:31,R_Zt0y73rg3hpETeN,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,7,1,2,1,1,1,1,3,6,1,1,1,5,2,7,5,1,3,3,5,7,2,1,No,,
2019-03-22 13:37:51,2019-03-22 13:40:12,IP Address,*******,100,140,True,2019-03-22 13:40:13,R_1OlF4x3l0q4ys50,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,1,5,6,6,3,4,3,3,5,3,4,6,2,2,2,3,5,4,3,3,5,5,5,3,No,,
2019-03-22 13:34:22,2019-03-22 13:40:15,IP Address,*******,100,353,True,2019-03-22 13:40:15,R_xsIXzqJ29MXppfP,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,7,1,1,5,7,2,1,1,7,7,2,4,3,7,1,1,1,4,1,1,5,1,2,1,No,,
2019-03-22 13:35:30,2019-03-22 13:40:45,IP Address,*******,100,314,True,2019-03-22 13:40:46,R_1IE3gUtITrJ4ZTY,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,2,1,3,5,1,4,1,5,5,4,3,5,5,1,4,4,4,4,3,3,3,2,1,No,,
2019-03-22 13:28:04,2019-03-22 13:42:26,IP Address,*******,100,861,True,2019-03-22 13:42:27,R_27PZF2zNQiACqaa,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,6,3,1,5,5,2,5,3,5,6,4,3,3,5,3,5,4,2,4,5,5,2,2,2,Yes,https://www.facebook.com/profile.php?id=100011162538015,Unknown
2019-03-22 13:36:13,2019-03-22 13:42:56,IP Address,*******,100,403,True,2019-03-22 13:42:56,R_2WUrGFamPxOaGTM,*******,*******,*******,*******,*******,*******,email,EN,Yes,7,7,1,1,1,3,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,3,3,1,1,No,,
2019-03-22 13:32:03,2019-03-22 13:43:39,IP Address,*******,100,695,True,2019-03-22 13:43:39,R_6zG4VIzR7CHxFLP,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,7,2,1,1,6,1,1,1,1,5,1,1,1,4,1,5,7,1,1,1,7,3,1,1,No,,
2019-03-22 13:21:35,2019-03-22 13:43:48,IP Address,*******,100,1333,True,2019-03-22 13:43:49,R_1HW7ca3jmdTsglr,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,7,1,4,6,2,4,3,3,4,3,2,1,6,1,5,7,1,2,3,4,2,3,1,No,,
2019-03-22 13:39:11,2019-03-22 13:43:58,IP Address,*******,100,286,True,2019-03-22 13:43:58,R_BQAoy434k4Iq6EF,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,2,1,1,2,2,1,1,1,5,4,1,1,5,4,1,1,3,1,1,1,1,1,1,1,No,,
2019-03-22 13:20:11,2019-03-22 13:45:49,IP Address,*******,100,1537,True,2019-03-22 13:45:49,R_2WV8Cg46zafJtaB,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,6,5,1,5,7,1,2,2,2,5,1,2,2,3,2,7,2,3,5,5,7,6,2,2,No,,
2019-03-22 13:28:06,2019-03-22 13:47:16,IP Address,*******,100,1150,True,2019-03-22 13:47:17,R_1DOmvQvhmlEWMmQ,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,3,2,5,5,2,2,2,5,6,4,3,4,5,1,7,7,2,6,5,6,5,3,2,Yes,https://www.facebook.com/etsang647,Unknown
2019-03-22 13:42:24,2019-03-22 13:47:19,IP Address,*******,100,295,True,2019-03-22 13:47:20,R_3Jz3RbiiH3ag0c0,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,5,2,2,4,3,1,1,1,4,4,1,2,5,3,2,7,5,6,7,3,5,4,2,2,No,,
2019-03-22 13:38:41,2019-03-22 13:48:08,IP Address,*******,100,567,True,2019-03-22 13:48:09,R_31Y5WIp4V5k2OO7,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,3,1,1,2,2,1,1,1,2,5,4,3,5,3,1,5,3,1,2,5,5,5,5,4,No,,
2019-03-22 13:41:27,2019-03-22 13:48:16,IP Address,*******,100,408,True,2019-03-22 13:48:17,R_4TL9AuY4gmPkbXr,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,6,7,1,4,6,4,4,4,4,7,4,3,6,5,1,6,4,4,4,1,3,1,1,1,No,,
2019-03-22 13:44:32,2019-03-22 13:48:46,IP Address,*******,100,253,True,2019-03-22 13:48:46,R_OD8s7uKlEmUDnoJ,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,6,2,1,4,5,1,1,1,3,6,2,5,4,3,1,5,5,4,5,3,3,3,1,1,Yes,https://www.facebook.com/andrea.delgado.1840,Unknown
2019-03-22 13:43:40,2019-03-22 13:49:28,IP Address,*******,100,348,True,2019-03-22 13:49:28,R_1l4g35fagGLrLnG,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,7,5,1,6,4,2,2,2,2,5,3,2,2,2,1,3,3,1,1,1,3,2,1,3,No,,
2019-03-22 13:21:39,2019-03-22 13:51:03,IP Address,*******,100,1764,True,2019-03-22 13:51:03,R_3fDmJcOsjJxQjxP,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,6,4,1,1,6,1,1,2,2,7,5,1,5,6,1,7,7,5,3,3,4,2,1,1,No,,
2019-03-22 13:45:02,2019-03-22 13:52:10,IP Address,*******,100,427,True,2019-03-22 13:52:10,R_1nW9phYi5x1tFBH,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,5,1,1,1,2,1,1,1,1,3,1,1,1,2,1,7,5,3,6,7,6,1,1,1,No,,
2019-03-22 13:43:10,2019-03-22 13:52:14,IP Address,*******,100,544,True,2019-03-22 13:52:15,R_3CJemHqJCogbyvh,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,2,1,1,1,2,2,3,1,3,2,1,2,2,1,1,5,5,2,4,2,3,5,3,1,No,,
2019-03-22 13:43:58,2019-03-22 13:52:37,IP Address,*******,100,519,True,2019-03-22 13:52:37,R_3iCJ3NFPlgZ3rmf,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,6,2,4,5,2,2,2,2,4,5,3,4,5,5,2,6,6,3,5,4,6,6,3,3,No,,
2019-03-19 07:21:17,2019-03-22 13:53:06,IP Address,*******,100,282709,True,2019-03-22 13:53:07,R_2zTO5NpjNK6vGn8,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,2,2,1,1,6,1,1,1,6,2,2,2,1,1,1,7,7,1,1,1,7,5,1,1,Yes,https://m.facebook.com/sctorres1999,Unknown
2019-03-22 13:44:35,2019-03-22 13:54:09,IP Address,*******,100,574,True,2019-03-22 13:54:10,R_8Io2JDF4qPDp66d,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,7,1,4,1,1,1,1,7,7,5,1,3,1,1,5,5,1,1,3,3,2,5,5,No,,
2019-03-22 13:42:41,2019-03-22 13:54:20,IP Address,*******,100,698,True,2019-03-22 13:54:20,R_2WMvSZkkBUph9tn,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,7,1,1,1,5,1,1,1,5,6,5,5,5,7,1,7,7,1,1,1,4,5,6,1,No,,
2019-03-22 13:44:53,2019-03-22 13:54:40,IP Address,*******,100,587,True,2019-03-22 13:54:41,R_1H1qV3YjOoYS5qO,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,3,1,1,7,7,7,7,7,6,1,1,1,1,1,7,7,1,1,1,1,1,1,1,No,,
2019-03-22 13:52:27,2019-03-22 13:55:56,IP Address,*******,100,209,True,2019-03-22 13:55:57,R_2yfTLSOnVJcuqhI,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,1,1,2,6,4,1,2,5,5,1,4,5,3,5,7,7,7,7,6,7,5,1,3,No,,
2019-03-22 13:52:13,2019-03-22 13:58:51,IP Address,*******,100,398,True,2019-03-22 13:58:51,R_2dmSeq8QmO3TMMm,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,5,1,1,1,5,1,2,1,5,1,1,1,2,3,1,7,6,1,2,1,5,1,1,1,No,,
2019-03-22 13:49:57,2019-03-22 14:00:00,IP Address,*******,100,603,True,2019-03-22 14:00:00,R_2chMYCdTo7tf369,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,4,4,2,4,5,2,2,2,4,4,4,4,4,4,4,5,5,5,5,4,5,5,4,4,No,,
2019-03-22 13:52:51,2019-03-22 14:01:51,IP Address,*******,100,540,True,2019-03-22 14:01:51,R_1rqacUluLT7mEdz,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,3,1,2,4,2,3,1,3,2,2,3,2,3,1,2,2,2,2,2,4,3,2,2,No,,
2019-03-22 14:00:03,2019-03-22 14:03:55,IP Address,*******,100,231,True,2019-03-22 14:03:56,R_x94MA4ASTzAXsSl,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,7,4,1,2,2,2,2,1,3,2,3,2,3,2,1,7,6,3,7,1,6,7,1,2,No,,
2019-03-22 13:58:10,2019-03-22 14:04:31,IP Address,*******,100,381,True,2019-03-22 14:04:32,R_2do3BzRzA834QoU,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,5,6,1,7,6,2,2,1,5,7,2,5,5,6,1,7,7,3,5,6,2,7,3,1,No,,
2019-03-22 13:51:36,2019-03-22 14:06:16,IP Address,*******,100,880,True,2019-03-22 14:06:17,R_Q62K2cMHciuHCFj,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,7,1,1,1,3,1,1,2,3,3,3,2,6,6,1,7,5,1,3,1,3,3,1,1,Yes,https://m.facebook.com/eli.berman.50,Unknown
2019-03-22 13:29:09,2019-03-22 14:09:20,IP Address,*******,100,2411,True,2019-03-22 14:09:21,R_3nocp5jpOEIXk92,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,7,1,1,1,6,1,1,1,6,1,1,1,1,2,1,5,7,1,2,1,1,1,1,1,No,,
2019-03-22 13:59:29,2019-03-22 14:09:36,IP Address,*******,100,607,True,2019-03-22 14:09:37,R_1llVssBdhObmGF8,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,7,2,1,1,5,1,3,1,5,1,2,1,2,3,1,6,7,2,4,2,6,4,1,5,No,,
2019-03-22 14:05:12,2019-03-22 14:10:15,IP Address,*******,100,303,True,2019-03-22 14:10:16,R_2PaRNgrt6vxB7lK,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,6,3,2,4,4,3,2,3,3,5,2,4,2,3,1,1,5,1,4,4,4,5,4,4,Yes,https://www.facebook.com/tammy.tseng.21,Unknown
2019-03-22 14:08:33,2019-03-22 14:12:59,IP Address,*******,100,266,True,2019-03-22 14:13:00,R_bBoOAuoVa2NjpjH,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,1,1,2,3,1,3,1,3,4,3,4,5,4,1,1,1,1,1,2,2,1,1,1,No,,
2019-03-22 14:07:06,2019-03-22 14:14:06,IP Address,*******,100,420,True,2019-03-22 14:14:07,R_1FLDYlXF6qrmeEb,*******,*******,*******,*******,*******,*******,email,EN,Yes,6,7,1,1,5,7,5,1,3,5,5,1,2,6,7,1,7,7,5,7,6,7,6,2,1,No,,
2019-03-22 14:07:46,2019-03-22 14:14:20,IP Address,*******,100,393,True,2019-03-22 14:14:20,R_PvNQrc4Gg3Hmm1H,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,6,1,1,1,5,2,1,1,6,1,3,3,3,6,1,7,7,7,7,6,6,6,1,3,Yes,https://www.facebook.com/profile.php?id=100005424168834,Unknown
2019-03-22 14:05:57,2019-03-22 14:15:20,IP Address,*******,100,563,True,2019-03-22 14:15:21,R_3QWsUyqn3O2TbHE,*******,*******,*******,*******,*******,*******,email,EN,Yes,3,7,4,1,5,6,1,1,1,6,7,1,1,2,7,1,7,7,1,2,1,6,6,2,2,Yes,https://m.facebook.com/charlotte.notaras,Unknown
2019-03-22 14:04:25,2019-03-22 14:15:36,IP Address,*******,100,671,True,2019-03-22 14:15:36,R_31WVzLyfL5EFki5,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,6,4,1,2,6,1,3,3,5,7,2,3,5,7,2,7,7,6,5,3,5,4,4,1,Yes,https://www.facebook.com/profile.php?id=100012223066554,Unknown
2019-03-22 14:06:44,2019-03-22 14:16:02,IP Address,*******,100,557,True,2019-03-22 14:16:03,R_VUwquUf2WDxd58l,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,7,1,1,7,2,5,4,6,7,7,7,6,7,1,7,7,1,1,4,2,1,2,3,No,,
2019-03-22 14:05:58,2019-03-22 14:18:03,IP Address,*******,100,725,True,2019-03-22 14:18:04,R_DkQUiClPm6VtHUZ,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,2,1,7,6,3,5,3,5,4,1,5,7,6,2,7,7,1,7,1,7,5,1,2,Yes,https://www.facebook.com/EllieShapiro,Unknown
2019-03-22 14:12:38,2019-03-22 14:18:43,IP Address,*******,100,364,True,2019-03-22 14:18:43,R_eni2SiRwtEa6FgJ,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,5,3,1,5,5,4,4,4,4,5,3,4,4,5,3,6,5,5,5,4,4,4,3,3,No,,
2019-03-22 14:12:42,2019-03-22 14:20:16,IP Address,*******,100,453,True,2019-03-22 14:20:16,R_1cVcRVqfnVmldcp,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,5,1,2,3,1,1,1,2,5,2,3,5,5,1,6,6,2,2,4,3,5,3,6,No,,
2019-03-22 13:47:02,2019-03-22 14:20:37,IP Address,*******,100,2014,True,2019-03-22 14:20:37,R_0k7G8ajHPeaFmxP,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,6,1,1,4,4,1,1,1,3,5,1,4,7,7,4,6,5,4,6,4,6,4,1,2,No,,
2019-03-22 14:13:55,2019-03-22 14:21:35,IP Address,*******,100,459,True,2019-03-22 14:21:36,R_1LO1JFzjU3NS0MD,*******,*******,*******,*******,*******,*******,email,EN,Yes,1,7,1,1,1,2,1,1,1,1,6,1,1,1,6,1,5,4,1,4,1,5,5,1,2,Yes,https://m.facebook.com/#!/kamya.yadav.731?ref=bookmarks,Unknown
2019-03-22 13:25:52,2019-03-22 14:22:20,IP Address,*******,100,3388,True,2019-03-22 14:22:21,R_879znE1AQPKT8mB,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,7,2,1,1,6,1,3,1,6,3,2,1,1,5,1,7,4,4,7,1,5,5,1,4,No,,
2019-03-22 14:04:44,2019-03-22 14:22:38,IP Address,*******,100,1073,True,2019-03-22 14:22:38,R_ApmnAnugG6K0K8p,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,5,2,2,2,2,2,2,2,6,5,2,2,2,6,2,6,6,2,2,2,2,2,2,2,No,,
2019-03-22 14:17:40,2019-03-22 14:22:50,IP Address,*******,100,309,True,2019-03-22 14:22:50,R_3KW2D1K34Lk6xpm,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,4,2,1,1,5,1,2,1,5,2,2,1,4,5,1,1,2,1,2,3,1,2,2,1,No,,
2019-03-22 14:15:31,2019-03-22 14:25:24,IP Address,*******,100,593,True,2019-03-22 14:25:25,R_27U4KhFOPiy2R98,*******,*******,*******,*******,*******,*******,email,EN,Yes,4,4,4,4,4,7,4,4,4,4,4,4,7,1,7,1,1,1,1,1,1,4,1,1,2,No,,
2019-03-22 14:05:12,2019-03-22 14:25:29,IP Address,*******,100,1217,True,2019-03-22 14:25:29,R_336UDH3TuSvfKHr,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,7,1,1,3,3,1,3,2,3,5,2,2,5,6,5,5,5,2,5,6,6,5,3,5,No,,
2019-03-22 14:19:43,2019-03-22 14:26:22,IP Address,*******,100,398,True,2019-03-22 14:26:22,R_2akxg2NVNzmDSds,*******,*******,*******,*******,*******,*******,email,EN,Yes,2,3,3,1,2,4,1,2,1,2,2,1,1,1,3,3,7,2,1,2,1,2,1,1,1,No,,
2019-03-22 14:22:34,2019-03-22 14:26:35,IP Address,*******,100,241,True,2019-03-22 14:26:36,R_C3peVgGjXpGTHDX,*******,*******,*******,*******,*******,*******,email,EN,Yes,5,6,2,6,4,6,1,1,3,2,2,5,1,7,6,6,1,2,1,1,2,2,1,1,1,No,,
